Speaker_0_108|There's a lot of other things I'm doing, but it's... What do you want to say?|There's a lot of other things I'm doing, but it's... What do you want to say?
Speaker_0_109|How could I be so accurate?|How could I be so accurate?
Speaker_0_110|Except for the dream images, I've never seen her.|Except for the dream images, I've never seen her.
Speaker_0_111|Oh, we still carry it, Captain.|Oh, we still carry it, Captain.
Speaker_0_112|My daughter, I, all eight of us.|My daughter, I, all eight of us.
Speaker_0_113|Eight?|Eight?
Speaker_0_114|Most of the rest passed on during the years that it took to reach Haven.|Most of the rest passed on during the years that it took to reach Haven.
Speaker_0_115|We don't ask to make contact with those living below.|We don't ask to make contact with those living below.
Speaker_0_116|All we ask is to be on the edge of some sea, some unpopulated island, a faraway peninsula.|All we ask is to be on the edge of some sea, some unpopulated island, a faraway peninsula.
Speaker_0_117|Present the fact that we intend to die here, Captain.|Present the fact that we intend to die here, Captain.
Speaker_0_118|And if we die while caged by your tractor beam, so be it.|And if we die while caged by your tractor beam, so be it.
Speaker_0_119|Miss Troy, can I talk to you about something serious?|Miss Troy, can I talk to you about something serious?
Speaker_0_120|Please, Mrs.|Please, Mrs.
Speaker_0_121|Troy.|Troy.
Speaker_0_122|And?|And?
Speaker_0_123|And I was hoping the way you handled thoughts- Fascinating, Wyatt.|And I was hoping the way you handled thoughts- Fascinating, Wyatt.
Speaker_0_124|Too simple?|Too simple?
Speaker_0_125|Of course.|Of course.
Speaker_0_126|Yes.|Yes.
Speaker_0_127|I have wondered if something like that...|I have wondered if something like that...
Speaker_0_128|Just wetting nerves.|Just wetting nerves.
Speaker_0_129|The supplies are ready.|The supplies are ready.
Speaker_0_130|I'll take them to the transporter room.|I'll take them to the transporter room.
Speaker_0_131|Please take care of each other.|Please take care of each other.
Speaker_0_132|You are beautiful.|You are beautiful.
Speaker_0_133|But you look the best of all in the desert on the holodeck.|But you look the best of all in the desert on the holodeck.
Speaker_0_134|We did this.|We did this.
Speaker_0_135|Captain, someone's transporting over to the Tarelian ship.|Captain, someone's transporting over to the Tarelian ship.
Speaker_0_136|I can't, sir.|I can't, sir.
Speaker_0_137|Hello, Wyatt.|Hello, Wyatt.
Speaker_0_138|We always thought you were a dream.|We always thought you were a dream.
Speaker_0_139|You're not surprised.|You're not surprised.
Speaker_0_140|Did you know I'd beam over?|Did you know I'd beam over?
Speaker_0_141|Once we saw you were real.|Once we saw you were real.
Speaker_0_142|You were a doctor.|You were a doctor.
Speaker_0_143|Yes.|Yes.
Speaker_0_144|I brought medicines and supplies.|I brought medicines and supplies.
Speaker_0_145|How could you let this happen?|How could you let this happen?
Speaker_0_146|You may turn off your tractor beam, Captain.|You may turn off your tractor beam, Captain.
Speaker_0_147|We will not be going, Dave.|We will not be going, Dave.
Speaker_0_148|We have what we really came for.|We have what we really came for.
Speaker_0_149|Quiet.|Quiet.
Speaker_0_150|Mother.|Mother.
Speaker_0_151|Mother.|Mother.
Speaker_0_152|Forgive me, but I must.|Forgive me, but I must.
Speaker_0_153|I'm going to try to continue the work to cure these people.|I'm going to try to continue the work to cure these people.
Speaker_0_154|I knew I was coming to Haven to meet my destiny.|I knew I was coming to Haven to meet my destiny.
Speaker_0_155|I thought it was to be with you, Deanna.|I thought it was to be with you, Deanna.
Speaker_0_156|It was Ariana who drew me here.|It was Ariana who drew me here.
Speaker_0_157|I'm sorry.|I'm sorry.
Speaker_0_158|Keep the chest.|Keep the chest.
Speaker_0_159|You'll have use for it someday.|You'll have use for it someday.
Speaker_0_160|Thank you for the drinks.|Thank you for the drinks.
Speaker_0_161|Mark three-one-nine.|Mark three-one-nine.
Speaker_0_162|Warp 2, sir, heading 5-7, mark 3-1-9.|Warp 2, sir, heading 5-7, mark 3-1-9.
Speaker_0_163|Engage.|Engage.
