Speaker_1_070|This must be what Mother felt about you.|This must be what Mother felt about you.
Speaker_1_071|I believe we could read each other eventually.|I believe we could read each other eventually.
Speaker_1_072|Absolutely.|Absolutely.
Speaker_1_073|I only ever felt this.|I only ever felt this.
Speaker_1_074|Well, with someone who's on this ship.|Well, with someone who's on this ship.
Speaker_1_075|No.|No.
Speaker_1_076|What he wants most is to captain a starship.|What he wants most is to captain a starship.
Speaker_1_077|Well, I'm a practicing psychologist.|Well, I'm a practicing psychologist.
Speaker_1_078|Maybe we could work in concert.|Maybe we could work in concert.
Speaker_1_079|We are going to be together a long time.|We are going to be together a long time.
Speaker_1_080|I really thought you'd tell me you were an artist.|I really thought you'd tell me you were an artist.
Speaker_1_081|I just felt your mind very much on these.|I just felt your mind very much on these.
Speaker_1_082|They are your work, aren't they?|They are your work, aren't they?
Speaker_1_083|This is why you were surprised when you first saw me.|This is why you were surprised when you first saw me.
Speaker_1_084|This woman.|This woman.
Speaker_1_085|You thought I would be this woman.|You thought I would be this woman.
Speaker_1_086|I'm sorry I'm not what you hoped for.|I'm sorry I'm not what you hoped for.
Speaker_1_087|No.|No.
Speaker_1_088|You've no idea who she is?|You've no idea who she is?
Speaker_1_089|We learn the rest of the story in security training.|We learn the rest of the story in security training.
Speaker_1_090|Some Tarelians made it to other worlds only to die along with the populations they infected.|Some Tarelians made it to other worlds only to die along with the populations they infected.
Speaker_1_091|Mother, downhill!|Mother, downhill!
Speaker_1_092|The matter is settled.|The matter is settled.
Speaker_1_093|Mr.|Mr.
Speaker_1_094|Humm will conduct the joining.|Humm will conduct the joining.
Speaker_1_095|The matter is closed.|The matter is closed.
Speaker_1_096|tell us what we|tell us what we
Speaker_1_097|Daytime.|Daytime.
Speaker_1_098|Sir?|Sir?
Speaker_1_099|Poor baby, did she hurt you?|Poor baby, did she hurt you?
Speaker_1_100|Why, I'd be delighted, Commander.|Why, I'd be delighted, Commander.
Speaker_1_101|The bride and groom go naked?|The bride and groom go naked?
Speaker_1_102|I don't... Stop this petty bickering, all of you!|I don't... Stop this petty bickering, all of you!
Speaker_1_103|Especially you, Mother!|Especially you, Mother!
Speaker_1_104|May I join you?|May I join you?
Speaker_1_105|I am no longer Amzadi to you.|I am no longer Amzadi to you.
Speaker_1_106|And the human heart is too small to permit that feeling now.|And the human heart is too small to permit that feeling now.
Speaker_1_107|I understand.|I understand.
Speaker_1_108|I should have realized.|I should have realized.
Speaker_1_109|Humans, young human males particularly, have difficulty separating platonic love and physical love.|Humans, young human males particularly, have difficulty separating platonic love and physical love.
Speaker_1_110|Bill was concerned that you might be upset that I cared deeply for him, too.|Bill was concerned that you might be upset that I cared deeply for him, too.
Speaker_1_111|All I did was lose my temper.|All I did was lose my temper.
Speaker_1_112|And we'll take half our clothes off?|And we'll take half our clothes off?
Speaker_1_113|Captain Picard will be very relieved.|Captain Picard will be very relieved.
Speaker_1_114|How did you manage it?|How did you manage it?
Speaker_1_115|Yes, I want to.|Yes, I want to.
Speaker_1_116|I'm certain I could disable their ship with a phaser burst, Captain.|I'm certain I could disable their ship with a phaser burst, Captain.
Speaker_1_117|Tractor beam ready.|Tractor beam ready.
Speaker_1_118|Got him, sir.|Got him, sir.
Speaker_1_119|Negative, sir.|Negative, sir.
Speaker_1_120|They can't leave that ship.|They can't leave that ship.
Speaker_1_121|Captain.|Captain.
Speaker_1_122|It's the woman in Wyatt's drawings.|It's the woman in Wyatt's drawings.
Speaker_1_123|It's astounding.|It's astounding.
Speaker_1_124|Ariana was right.|Ariana was right.
Speaker_1_125|He is here, daughter.|He is here, daughter.
Speaker_1_126|Quiet.|Quiet.
Speaker_1_127|You've come just as you promised.|You've come just as you promised.
Speaker_1_128|Are you feeling all right?|Are you feeling all right?
Speaker_1_129|All we need is the captain's order.|All we need is the captain's order.
Speaker_1_130|It's too late.|It's too late.
Speaker_1_131|And I knew you would be this brave.|And I knew you would be this brave.
Speaker_1_132|Beam him back!|Beam him back!
Speaker_1_133|He can never come back, Mrs.|He can never come back, Mrs.
Speaker_1_134|Miller.|Miller.
Speaker_1_135|And Wyatt will do it.|And Wyatt will do it.
Speaker_1_136|I've believed that all along.|I've believed that all along.
Speaker_1_137|Wyatt, I'm happy for you and for Ariana, too.|Wyatt, I'm happy for you and for Ariana, too.
Speaker_1_138|Mother.|Mother.
Speaker_1_139|What?|What?
Speaker_1_140|He has other obligations, Mother.|He has other obligations, Mother.
Speaker_1_141|Mr.|Mr.
Speaker_1_142|Holm.|Holm.
Speaker_1_143|You may energize, That was meant as a joke, Captain.|You may energize, That was meant as a joke, Captain.
